rank,t_ns,state,collective,n_send,n_recv
24,1698611.2,SEND+RECV,1,3,31
25,1698611.2,SEND,1,4,0
26,1698611.2,SEND,1,4,0
27,1698611.2,SEND,1,4,0
28,1698611.2,SEND,1,4,0
29,1698611.2,SEND,1,4,0
30,1698611.2,SEND,1,4,0
31,1698611.2,SEND,1,4,0
0,3397222.4,IDLE,1,0,0
1,3397222.4,IDLE,1,0,0
2,3397222.4,IDLE,1,0,0
3,3397222.4,IDLE,1,0,0
4,3397222.4,IDLE,1,0,0
5,3397222.4,IDLE,1,0,0
6,3397222.4,IDLE,1,0,0
7,3397222.4,IDLE,1,0,0
8,3397222.4,IDLE,1,0,0
9,3397222.4,IDLE,1,0,0
10,3397222.4,IDLE,1,0,0
11,3397222.4,IDLE,1,0,0
12,3397222.4,IDLE,1,0,0
13,3397222.4,IDLE,1,0,0
14,3397222.4,IDLE,1,0,0
15,3397222.4,IDLE,1,0,0
16,3397222.4,IDLE,1,0,0
17,3397222.4,IDLE,1,0,0
18,3397222.4,IDLE,1,0,0
19,3397222.4,IDLE,1,0,0
20,3397222.4,IDLE,1,0,0
21,3397222.4,IDLE,1,0,0
22,3397222.4,IDLE,1,0,0
23,3397222.4,IDLE,1,0,0
24,3397222.4,IDLE,1,0,0
25,3397222.4,IDLE,1,0,0
26,3397222.4,IDLE,1,0,0
27,3397222.4,IDLE,1,0,0
28,3397222.4,IDLE,1,0,0
29,3397222.4,IDLE,1,0,0
30,3397222.4,IDLE,1,0,0
31,3397222.4,IDLE,1,0,0
