collective,phase,start_ns,finish_ns,network_ns,bytes,n_flows,eps_bytes,ocs_bytes,peak_core_utilisation,peak_port_queue_mb
0,dispatch,0.0,1397391.4,1397391.4,164106240.0,124,69869568.0,15060992.0,1.0,37.9548
1,combine,1397391.4,2794782.7,1397391.4,164106240.0,124,69869568.0,15060992.0,1.0,10.1299
