busy_ns,bytes_carried,dst,epoch_end_ns,epoch_start_ns,generation,src
11150044.7,26443776.0,24,23360225.3,1746042.88,1,0
7768236.9,16433152.0,17,23360225.3,1746042.88,1,3
6610461.6,13639680.0,21,23360225.3,1746042.88,1,3
9879193.6,21741568.0,18,23360225.3,1746042.88,1,2
11537113.2,28483584.0,29,23360225.3,1746042.88,1,0
9775040.3,21360640.0,18,23360225.3,1746042.88,1,1
11399081.1,27754496.0,29,23360225.3,1746042.88,1,1
10721837.0,25337856.0,24,23360225.3,1746042.88,1,2
