t_ns,collective,label,n_active_flows,n_eps_flows,n_ocs_flows,core_bw_gbps,core_utilisation,core_queue_mb,ocs_bw_gbps,ocs_bytes_carried_mb,port_queue_mb_max,n_dark
321578.1,0,,96,64,0,50.0,1.0,71.2232,0,0.0,24.1964,0
323578.1,0,,96,64,0,50.0,1.0,71.1232,0,0.0,24.138,0
325578.1,0,,96,64,0,50.0,1.0,71.0232,0,0.0,24.0797,0
327578.1,0,,96,64,0,50.0,1.0,70.9232,0,0.0,24.0214,0
329578.1,0,,96,64,0,50.0,1.0,70.8232,0,0.0,23.963,0
331578.1,0,,96,64,0,50.0,1.0,70.7232,0,0.0,23.9047,0
333578.1,0,,96,64,0,50.0,1.0,70.6232,0,0.0,23.8464,0
335578.1,0,,96,64,0,50.0,1.0,70.5232,0,0.0,23.788,0
337578.1,0,,96,64,0,50.0,1.0,70.4232,0,0.0,23.7297,0
339578.1,0,,96,64,0,50.0,1.0,70.3232,0,0.0,23.6714,0
341578.1,0,,96,64,0,50.0,1.0,70.2232,0,0.0,23.613,0
343578.1,0,,96,64,0,50.0,1.0,70.1232,0,0.0,23.5547,0
345578.1,0,,96,64,0,50.0,1.0,70.0232,0,0.0,23.4964,0
347578.1,0,,96,64,0,50.0,1.0,69.9232,0,0.0,23.438,0
349578.1,0,,96,64,0,50.0,1.0,69.8232,0,0.0,23.3797,0
351578.1,0,,96,64,0,50.0,1.0,69.7232,0,0.0,23.3214,0
353578.1,0,,96,64,0,50.0,1.0,69.6232,0,0.0,23.263,0
355578.1,0,,96,64,0,50.0,1.0,69.5232,0,0.0,23.2047,0
357578.1,0,,96,64,0,50.0,1.0,69.4232,0,0.0,23.1464,0
359578.1,0,,96,64,0,50.0,1.0,69.3232,0,0.0,23.088,0
361578.1,0,,96,64,0,50.0,1.0,69.2232,0,0.0,23.0297,0
363578.1,0,,96,64,0,50.0,1.0,69.1232,0,0.0,22.9714,0
365578.1,0,,96,64,0,50.0,1.0,69.0232,0,0.0,22.913,0
367578.1,0,,96,64,0,50.0,1.0,68.9232,0,0.0,22.8547,0
369578.1,0,,96,64,0,50.0,1.0,68.8232,0,0.0,22.7964,0
371578.1,0,,96,64,0,50.0,1.0,68.7232,0,0.0,22.738,0
373578.1,0,,96,64,0,50.0,1.0,68.6232,0,0.0,22.6797,0
375578.1,0,,96,64,0,50.0,1.0,68.5232,0,0.0,22.6214,0
377578.1,0,,96,64,0,50.0,1.0,68.4232,0,0.0,22.563,0
379578.1,0,,96,64,0,50.0,1.0,68.3232,0,0.0,22.5047,0
381578.1,0,,96,64,0,50.0,1.0,68.2232,0,0.0,22.4464,0
383578.1,0,,96,64,0,50.0,1.0,68.1232,0,0.0,22.388,0
385578.1,0,,96,64,0,50.0,1.0,68.0232,0,0.0,22.3297,0
387578.1,0,,96,64,0,50.0,1.0,67.9232,0,0.0,22.2714,0
389578.1,0,,96,64,0,50.0,1.0,67.8232,0,0.0,22.213,0
391578.1,0,,96,64,0,50.0,1.0,67.7232,0,0.0,22.1547,0
393578.1,0,,96,64,0,50.0,1.0,67.6232,0,0.0,22.0964,0
395578.1,0,,96,64,0,50.0,1.0,67.5232,0,0.0,22.038,0
397578.1,0,,96,64,0,50.0,1.0,67.4232,0,0.0,21.9797,0
399578.1,0,,96,64,0,50.0,1.0,67.3232,0,0.0,21.9214,0
401578.1,0,,96,64,0,50.0,1.0,67.2232,0,0.0,21.863,0
403578.1,0,,96,64,0,50.0,1.0,67.1232,0,0.0,21.8047,0
405578.1,0,,96,64,0,50.0,1.0,67.0232,0,0.0,21.7464,0
407578.1,0,,96,64,0,50.0,1.0,66.9232,0,0.0,21.688,0
409578.1,0,,96,64,0,50.0,1.0,66.8232,0,0.0,21.6297,0
411578.1,0,,96,64,0,50.0,1.0,66.7232,0,0.0,21.5714,0
413578.1,0,,96,64,0,50.0,1.0,66.6232,0,0.0,21.513,0
415578.1,0,,96,64,0,50.0,1.0,66.5232,0,0.0,21.4547,0
417578.1,0,,96,64,0,50.0,1.0,66.4232,0,0.0,21.3964,0
419578.1,0,,96,64,0,50.0,1.0,66.3232,0,0.0,21.338,0
421578.1,0,,96,64,0,50.0,1.0,66.2232,0,0.0,21.2797,0
423578.1,0,,96,64,0,50.0,1.0,66.1232,0,0.0,21.2214,0
425578.1,0,,96,64,0,50.0,1.0,66.0232,0,0.0,21.163,0
427578.1,0,,96,64,0,50.0,1.0,65.9232,0,0.0,21.1047,0
429578.1,0,,96,64,0,50.0,1.0,65.8232,0,0.0,21.0464,0
431578.1,0,,96,64,0,50.0,1.0,65.7232,0,0.0,20.988,0
433578.1,0,,96,64,0,50.0,1.0,65.6232,0,0.0,20.9297,0
435578.1,0,,96,64,0,50.0,1.0,65.5232,0,0.0,20.8714,0
437578.1,0,,96,64,0,50.0,1.0,65.4232,0,0.0,20.813,0
439578.1,0,,96,64,0,50.0,1.0,65.3232,0,0.0,20.7547,0
441578.1,0,,96,64,0,50.0,1.0,65.2232,0,0.0,20.6964,0
443578.1,0,,96,64,0,50.0,1.0,65.1232,0,0.0,20.638,0
445578.1,0,,96,64,0,50.0,1.0,65.0232,0,0.0,20.5797,0
447578.1,0,,96,64,0,50.0,1.0,64.9232,0,0.0,20.5214,0
449578.1,0,,96,64,0,50.0,1.0,64.8232,0,0.0,20.463,0
451578.1,0,,96,64,0,50.0,1.0,64.7232,0,0.0,20.4047,0
453578.1,0,,96,64,0,50.0,1.0,64.6232,0,0.0,20.3464,0
455578.1,0,,96,64,0,50.0,1.0,64.5232,0,0.0,20.288,0
457578.1,0,,96,64,0,50.0,1.0,64.4232,0,0.0,20.2297,0
459578.1,0,,96,64,0,50.0,1.0,64.3232,0,0.0,20.1714,0
461578.1,0,,96,64,0,50.0,1.0,64.2232,0,0.0,20.113,0
463578.1,0,,96,64,0,50.0,1.0,64.1232,0,0.0,20.0547,0
465578.1,0,,96,64,0,50.0,1.0,64.0232,0,0.0,19.9964,0
467578.1,0,,96,64,0,50.0,1.0,63.9232,0,0.0,19.938,0
469578.1,0,,96,64,0,50.0,1.0,63.8232,0,0.0,19.8797,0
471578.1,0,,96,64,0,50.0,1.0,63.7232,0,0.0,19.8214,0
473578.1,0,,96,64,0,50.0,1.0,63.6232,0,0.0,19.763,0
475578.1,0,,96,64,0,50.0,1.0,63.5232,0,0.0,19.7047,0
477578.1,0,,96,64,0,50.0,1.0,63.4232,0,0.0,19.6464,0
479578.1,0,,96,64,0,50.0,1.0,63.3232,0,0.0,19.588,0
481578.1,0,,96,64,0,50.0,1.0,63.2232,0,0.0,19.5297,0
483578.1,0,,96,64,0,50.0,1.0,63.1232,0,0.0,19.4714,0
485578.1,0,,96,64,0,50.0,1.0,63.0232,0,0.0,19.413,0
487578.1,0,,96,64,0,50.0,1.0,62.9232,0,0.0,19.3547,0
489578.1,0,,96,64,0,50.0,1.0,62.8232,0,0.0,19.2964,0
491578.1,0,,96,64,0,50.0,1.0,62.7232,0,0.0,19.238,0
493578.1,0,,96,64,0,50.0,1.0,62.6232,0,0.0,19.1797,0
495578.1,0,,96,64,0,50.0,1.0,62.5232,0,0.0,19.1214,0
497578.1,0,,96,64,0,50.0,1.0,62.4232,0,0.0,19.063,0
499578.1,0,,96,64,0,50.0,1.0,62.3232,0,0.0,19.0047,0
499966.9,0,,96,64,0,50.0,1.0,62.3038,0,0.0,18.9934,0
501578.1,0,,95,64,0,50.0,1.0,62.2232,0,0.0,18.948,0
503578.1,0,,95,64,0,50.0,1.0,62.1232,0,0.0,18.8918,0
505578.1,0,,95,64,0,50.0,1.0,62.0232,0,0.0,18.8356,0
507578.1,0,,95,64,0,50.0,1.0,61.9232,0,0.0,18.7793,0
509578.1,0,,95,64,0,50.0,1.0,61.8232,0,0.0,18.7231,0
511578.1,0,,95,64,0,50.0,1.0,61.7232,0,0.0,18.6668,0
513578.1,0,,95,64,0,50.0,1.0,61.6232,0,0.0,18.6106,0
515578.1,0,,95,64,0,50.0,1.0,61.5232,0,0.0,18.5544,0
516924.3,0,,95,64,0,50.0,1.0,61.4559,0,0.0,18.5165,0
517578.1,0,,94,64,0,50.0,1.0,61.4232,0,0.0,18.4989,0
519578.1,0,,94,64,0,50.0,1.0,61.3232,0,0.0,18.4449,0
521578.1,0,,94,64,0,50.0,1.0,61.2232,0,0.0,18.391,0
523578.1,0,,94,64,0,50.0,1.0,61.1232,0,0.0,18.3371,0
525578.1,0,,94,64,0,50.0,1.0,61.0232,0,0.0,18.2831,0
527578.1,0,,94,64,0,50.0,1.0,60.9232,0,0.0,18.2292,0
529578.1,0,,94,64,0,50.0,1.0,60.8232,0,0.0,18.1752,0
531578.1,0,,94,64,0,50.0,1.0,60.7232,0,0.0,18.1213,0
533578.1,0,,94,64,0,50.0,1.0,60.6232,0,0.0,18.0674,0
535578.1,0,,94,64,0,50.0,1.0,60.5232,0,0.0,18.0134,0
537578.1,0,,94,64,0,50.0,1.0,60.4232,0,0.0,17.9595,0
539578.1,0,,94,64,0,50.0,1.0,60.3232,0,0.0,17.9055,0
541578.1,0,,94,64,0,50.0,1.0,60.2232,0,0.0,17.8516,0
543578.1,0,,94,64,0,50.0,1.0,60.1232,0,0.0,17.7977,0
545578.1,0,,94,64,0,50.0,1.0,60.0232,0,0.0,17.7437,0
547578.1,0,,94,64,0,50.0,1.0,59.9232,0,0.0,17.6898,0
549578.1,0,,94,64,0,50.0,1.0,59.8232,0,0.0,17.6358,0
551578.1,0,,94,64,0,50.0,1.0,59.7232,0,0.0,17.5819,0
553578.1,0,,94,64,0,50.0,1.0,59.6232,0,0.0,17.528,0
554771.3,0,,94,64,0,50.0,1.0,59.5636,0,0.0,17.4958,0
555578.1,0,,93,64,0,50.0,1.0,59.5232,0,0.0,17.475,0
557578.1,0,,93,64,0,50.0,1.0,59.4232,0,0.0,17.4237,0
559578.1,0,,93,64,0,50.0,1.0,59.3232,0,0.0,17.3723,0
561578.1,0,,93,64,0,50.0,1.0,59.2232,0,0.0,17.3209,0
562735.8,0,,93,64,0,50.0,1.0,59.1654,0,0.0,17.2911,0
563578.1,0,,92,64,0,50.0,1.0,59.1232,0,0.0,17.2696,0
565578.1,0,,92,64,0,50.0,1.0,59.0232,0,0.0,17.2185,0
567578.1,0,,92,64,0,50.0,1.0,58.9232,0,0.0,17.1674,0
569407.7,0,,92,64,0,50.0,1.0,58.8318,0,0.0,17.1206,0
569578.1,0,,91,64,0,50.0,1.0,58.8232,0,0.0,17.1163,0
570572.8,0,,91,64,0,50.0,1.0,58.7735,0,0.0,17.091,0
571578.1,0,,90,64,0,50.0,1.0,58.7232,0,0.0,17.0656,0
573176.0,0,,90,64,0,50.0,1.0,58.6433,0,0.0,17.0252,0
573578.1,0,,89,64,0,50.0,1.0,58.6232,0,0.0,17.0151,0
575578.1,0,,89,64,0,50.0,1.0,58.5232,0,0.0,16.9648,0
577578.1,0,,89,64,0,50.0,1.0,58.4232,0,0.0,16.9146,0
578109.4,0,,89,64,0,50.0,1.0,58.3967,0,0.0,16.9012,0
578582.8,0,,88,64,0,50.0,1.0,58.373,0,0.0,16.8894,0
579578.1,0,,87,64,0,50.0,1.0,58.3232,0,0.0,16.8647,0
581578.1,0,,87,64,0,50.0,1.0,58.2232,0,0.0,16.815,0
583461.5,0,,87,64,0,50.0,1.0,58.1291,0,0.0,16.7682,0
583516.2,0,,86,64,0,50.0,1.0,58.1263,0,0.0,16.7669,0
583578.1,0,,85,64,0,50.0,1.0,58.1232,0,0.0,16.7654,0
585578.1,0,,85,64,0,50.0,1.0,58.0232,0,0.0,16.7163,0
587578.1,0,,85,64,0,50.0,1.0,57.9232,0,0.0,16.6672,0
589578.1,0,,85,64,0,50.0,1.0,57.8232,0,0.0,16.6181,0
591578.1,0,,85,64,0,50.0,1.0,57.7232,0,0.0,16.569,0
593578.1,0,,85,64,0,50.0,1.0,57.6232,0,0.0,16.5199,0
594065.6,0,,85,64,0,50.0,1.0,57.5989,0,0.0,16.5079,0
595578.1,0,,84,64,0,50.0,1.0,57.5232,0,0.0,16.471,0
597578.1,0,,84,64,0,50.0,1.0,57.4232,0,0.0,16.4223,0
599578.1,0,,84,64,0,50.0,1.0,57.3232,0,0.0,16.3735,0
601578.1,0,,84,64,0,50.0,1.0,57.2232,0,0.0,16.3247,0
603578.1,0,,84,64,0,50.0,1.0,57.1232,0,0.0,16.2759,0
604660.6,0,,84,64,0,50.0,1.0,57.0691,0,0.0,16.2495,0
605578.1,0,,83,64,0,50.0,1.0,57.0232,0,0.0,16.2285,0
607578.1,0,,83,64,0,50.0,1.0,56.9232,0,0.0,16.1826,0
607937.4,0,,83,64,0,50.0,1.0,56.9053,0,0.0,16.1743,0
608692.9,0,,82,64,0,50.0,1.0,56.8675,0,0.0,16.1582,0
609578.1,0,,81,64,0,50.0,1.0,56.8232,0,0.0,16.1394,0
611578.1,0,,81,64,0,50.0,1.0,56.7232,0,0.0,16.097,0
612088.0,0,,81,64,0,50.0,1.0,56.6977,0,0.0,16.0862,0
613578.1,0,,80,64,0,50.0,1.0,56.6232,0,0.0,16.0549,0
615578.1,0,,80,64,0,50.0,1.0,56.5232,0,0.0,16.0129,0
617578.1,0,,80,64,0,50.0,1.0,56.4232,0,0.0,15.9708,0
619578.1,0,,80,64,0,50.0,1.0,56.3232,0,0.0,15.9288,0
621578.1,0,,80,64,0,50.0,1.0,56.2232,0,0.0,15.8867,0
623578.1,0,,80,64,0,50.0,1.0,56.1232,0,0.0,15.8447,0
625578.1,0,,80,64,0,50.0,1.0,56.0232,0,0.0,15.8027,0
627578.1,0,,80,64,0,50.0,1.0,55.9232,0,0.0,15.7606,0
629578.1,0,,80,64,0,50.0,1.0,55.8232,0,0.0,15.7186,0
631578.1,0,,80,64,0,50.0,1.0,55.7232,0,0.0,15.6766,0
631685.1,0,,80,64,0,50.0,1.0,55.7179,0,0.0,15.6743,0
633578.1,0,,79,64,0,50.0,1.0,55.6232,0,0.0,15.6348,0
635578.1,0,,79,64,0,50.0,1.0,55.5232,0,0.0,15.5931,0
637578.1,0,,79,64,0,50.0,1.0,55.4232,0,0.0,15.5513,0
